device_timestamp,pc_timestamp,bus_voltage,shunt_voltage_mV,current_mA,power_mW
00:00:43,2025-11-27 02:10:27.710807,2.784,0.0,0.0,0.0
00:00:43,2025-11-27 02:10:27.712017,2.784,0.0,0.0,0.0
00:00:43,2025-11-27 02:10:27.712378,2.784,0.002,1.0,0.0
00:00:43,2025-11-27 02:10:27.712691,2.783,0.0,0.0,0.0
00:00:43,2025-11-27 02:10:27.772978,2.784,0.002,1.0,0.0
00:00:43,2025-11-27 02:10:27.773992,2.783,0.0,1.0,0.0
00:00:43,2025-11-27 02:10:27.775597,2.781,0.0,0.0,0.0
00:00:43,2025-11-27 02:10:27.776634,2.784,0.0,0.0,0.0
00:00:43,2025-11-27 02:10:27.832370,2.784,0.0,0.0,0.0
00:00:43,2025-11-27 02:10:27.835660,2.783,0.0,0.0,0.0
00:00:43,2025-11-27 02:10:27.836184,2.783,0.0,0.0,0.0
00:00:43,2025-11-27 02:10:27.836798,2.783,0.0,-1.0,0.0
00:00:43,2025-11-27 02:10:27.890598,2.783,0.0,0.0,0.0
00:00:43,2025-11-27 02:10:27.891131,2.784,0.0,0.0,0.0
00:00:43,2025-11-27 02:10:27.891886,2.783,0.0,0.0,0.0
00:00:43,2025-11-27 02:10:27.892662,2.784,0.0,0.0,0.0
00:00:43,2025-11-27 02:10:27.952883,2.784,0.0,0.0,0.0
00:00:43,2025-11-27 02:10:27.954740,2.784,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:27.955184,2.784,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:27.955669,2.784,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.012784,2.784,-0.002,-1.0,0.0
00:00:44,2025-11-27 02:10:28.014026,2.783,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.015347,2.784,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.016636,2.783,-0.002,-1.0,0.0
00:00:44,2025-11-27 02:10:28.070634,2.784,-0.002,-1.0,0.0
00:00:44,2025-11-27 02:10:28.071311,2.784,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.072011,2.784,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.072576,2.783,-0.002,-1.0,0.0
00:00:44,2025-11-27 02:10:28.133047,2.784,0.0,1.0,0.0
00:00:44,2025-11-27 02:10:28.138422,2.784,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.140853,2.784,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.142378,2.784,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.190864,2.784,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.193349,2.784,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.197392,2.784,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.201871,2.784,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.252160,2.783,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.252946,2.783,-0.002,-1.0,0.0
00:00:44,2025-11-27 02:10:28.254077,2.785,0.002,1.0,0.0
00:00:44,2025-11-27 02:10:28.255034,2.783,0.002,0.0,0.0
00:00:44,2025-11-27 02:10:28.310537,2.784,-0.002,-1.0,0.0
00:00:44,2025-11-27 02:10:28.311354,2.784,0.002,1.0,0.0
00:00:44,2025-11-27 02:10:28.312058,2.784,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.312722,2.786,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.370977,2.785,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.372018,2.786,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.372453,2.785,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.372845,2.786,-0.002,-1.0,0.0
00:00:44,2025-11-27 02:10:28.430896,2.787,-0.002,-1.0,0.0
00:00:44,2025-11-27 02:10:28.435053,2.786,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.436125,2.787,0.002,1.0,0.0
00:00:44,2025-11-27 02:10:28.438460,2.785,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.490665,2.786,-0.002,-1.0,0.0
00:00:44,2025-11-27 02:10:28.491189,2.786,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.491944,2.786,0.002,1.0,0.0
00:00:44,2025-11-27 02:10:28.492716,2.786,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.551136,2.786,-0.002,-1.0,0.0
00:00:44,2025-11-27 02:10:28.553748,2.786,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.554198,2.785,-0.002,-1.0,0.0
00:00:44,2025-11-27 02:10:28.554785,2.786,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.610615,2.786,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.614375,2.786,-0.002,0.0,0.0
00:00:44,2025-11-27 02:10:28.615932,2.786,0.0,1.0,0.0
00:00:44,2025-11-27 02:10:28.617076,2.786,0.002,1.0,0.0
00:00:44,2025-11-27 02:10:28.670603,2.786,-0.002,-1.0,0.0
00:00:44,2025-11-27 02:10:28.671200,2.786,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.671976,2.786,-0.002,-1.0,0.0
00:00:44,2025-11-27 02:10:28.672690,2.787,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.730763,2.786,0.002,0.0,0.0
00:00:44,2025-11-27 02:10:28.733168,2.786,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.739242,2.786,0.002,1.0,0.0
00:00:44,2025-11-27 02:10:28.740093,2.785,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.791286,2.786,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.793113,2.786,-0.002,0.0,0.0
00:00:44,2025-11-27 02:10:28.794597,2.786,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.794879,2.787,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.850985,2.786,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.851962,2.786,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.852438,2.785,-0.005,-1.0,0.0
00:00:44,2025-11-27 02:10:28.852790,2.786,0.0,0.0,0.0
00:00:44,2025-11-27 02:10:28.910632,2.785,0.002,1.0,0.0
00:00:44,2025-11-27 02:10:28.911127,2.786,0.002,1.0,0.0
00:00:44,2025-11-27 02:10:28.911843,2.785,-0.002,-1.0,0.0
00:00:44,2025-11-27 02:10:28.912581,2.786,0.002,1.0,0.0
00:00:44,2025-11-27 02:10:28.970750,2.786,0.002,1.0,0.0
00:00:45,2025-11-27 02:10:28.972836,2.787,0.0,-1.0,0.0
00:00:45,2025-11-27 02:10:28.973850,2.786,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:28.976991,2.787,-0.002,-1.0,0.0
00:00:45,2025-11-27 02:10:29.031464,2.786,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.034476,2.786,0.002,1.0,0.0
00:00:45,2025-11-27 02:10:29.036176,2.785,0.0,-1.0,0.0
00:00:45,2025-11-27 02:10:29.036660,2.786,-0.002,-1.0,0.0
00:00:45,2025-11-27 02:10:29.090574,2.786,-0.002,-1.0,0.0
00:00:45,2025-11-27 02:10:29.091167,2.786,0.002,1.0,0.0
00:00:45,2025-11-27 02:10:29.091868,2.786,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.092546,2.786,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.150822,2.786,0.002,1.0,0.0
00:00:45,2025-11-27 02:10:29.151705,2.786,-0.002,1.0,0.0
00:00:45,2025-11-27 02:10:29.155236,2.786,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.155940,2.786,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.210711,2.787,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.211354,2.787,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.212551,2.786,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.213210,2.786,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.270581,2.786,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.271232,2.786,-0.002,-1.0,0.0
00:00:45,2025-11-27 02:10:29.272048,2.786,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.272681,2.787,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.331200,2.786,0.0,-1.0,0.0
00:00:45,2025-11-27 02:10:29.392781,2.785,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.395838,2.784,-0.002,-1.0,0.0
00:00:45,2025-11-27 02:10:29.396298,2.784,-0.002,-1.0,0.0
00:00:45,2025-11-27 02:10:29.396775,2.783,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.397513,2.783,-0.002,0.0,0.0
00:00:45,2025-11-27 02:10:29.397834,2.784,0.0,-1.0,0.0
00:00:45,2025-11-27 02:10:29.398282,2.783,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.450994,2.783,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.451906,2.783,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.452571,2.784,0.002,1.0,0.0
00:00:45,2025-11-27 02:10:29.452983,2.784,0.0,-1.0,0.0
00:00:45,2025-11-27 02:10:29.512057,2.784,0.002,0.0,0.0
00:00:45,2025-11-27 02:10:29.514085,2.783,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.514499,2.784,0.002,1.0,0.0
00:00:45,2025-11-27 02:10:29.515751,2.785,-0.002,-1.0,0.0
00:00:45,2025-11-27 02:10:29.572016,2.784,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.631022,2.784,0.0,1.0,0.0
00:00:45,2025-11-27 02:10:29.631717,2.783,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.632139,2.784,0.002,1.0,0.0
00:00:45,2025-11-27 02:10:29.632711,2.783,0.002,1.0,0.0
00:00:45,2025-11-27 02:10:29.633460,2.783,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.634681,2.784,0.002,1.0,0.0
00:00:45,2025-11-27 02:10:29.635323,2.784,0.0,-1.0,0.0
00:00:45,2025-11-27 02:10:29.690495,2.784,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.751315,2.785,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.811067,2.784,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.811740,2.783,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.812217,2.785,-0.002,-1.0,0.0
00:00:45,2025-11-27 02:10:29.812886,2.784,-0.002,-1.0,0.0
00:00:45,2025-11-27 02:10:29.813511,2.783,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.814160,2.784,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.814977,2.784,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.815836,2.784,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.816588,2.783,0.0,-1.0,0.0
00:00:45,2025-11-27 02:10:29.817458,2.785,0.0,-1.0,0.0
00:00:45,2025-11-27 02:10:29.872038,2.784,-0.002,-1.0,0.0
00:00:45,2025-11-27 02:10:29.872829,2.784,0.002,1.0,0.0
00:00:45,2025-11-27 02:10:29.873492,2.784,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.874022,2.784,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.930615,2.784,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.931459,2.783,0.0,0.0,0.0
00:00:45,2025-11-27 02:10:29.935402,2.784,-0.002,-1.0,0.0
00:00:45,2025-11-27 02:10:29.937324,2.783,0.0,0.0,0.0
00:00:46,2025-11-27 02:10:29.990589,2.783,0.002,1.0,0.0
00:00:46,2025-11-27 02:10:29.991342,2.784,0.0,0.0,0.0
00:00:46,2025-11-27 02:10:29.992009,2.784,0.0,0.0,0.0
00:00:46,2025-11-27 02:10:29.992658,2.784,0.0,0.0,0.0
00:00:46,2025-11-27 02:10:30.054149,2.784,0.002,1.0,0.0
00:00:46,2025-11-27 02:10:30.056756,2.785,0.0,0.0,0.0
00:00:46,2025-11-27 02:10:30.057225,2.784,0.0,0.0,0.0
