device_timestamp,pc_timestamp,bus_voltage,shunt_voltage_mV,current_mA,power_mW
00:01:32,2025-11-27 02:11:16.011319,2.781,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.012401,2.784,-0.002,-1.0,0.0
00:01:32,2025-11-27 02:11:16.013031,2.784,-0.002,-1.0,0.0
00:01:32,2025-11-27 02:11:16.013654,2.784,0.002,1.0,0.0
00:01:32,2025-11-27 02:11:16.073564,2.783,0.002,0.0,0.0
00:01:32,2025-11-27 02:11:16.075538,2.784,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.075924,2.783,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.077122,2.784,-0.002,-1.0,0.0
00:01:32,2025-11-27 02:11:16.132103,2.785,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.137567,2.783,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.139289,2.783,0.0,1.0,0.0
00:01:32,2025-11-27 02:11:16.143256,2.784,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.191062,2.783,-0.002,-1.0,0.0
00:01:32,2025-11-27 02:11:16.191705,2.784,-0.002,-1.0,0.0
00:01:32,2025-11-27 02:11:16.252438,2.784,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.254459,2.784,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.255014,2.783,-0.002,0.0,0.0
00:01:32,2025-11-27 02:11:16.255615,2.783,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.256087,2.783,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.256389,2.784,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.313466,2.78,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.315296,2.784,-0.002,0.0,0.0
00:01:32,2025-11-27 02:11:16.316561,2.784,0.0,-1.0,0.0
00:01:32,2025-11-27 02:11:16.320852,2.783,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.370958,2.783,-0.002,-1.0,0.0
00:01:32,2025-11-27 02:11:16.371672,2.783,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.372353,2.783,-0.002,-1.0,0.0
00:01:32,2025-11-27 02:11:16.372996,2.783,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.431014,2.784,-0.002,-1.0,0.0
00:01:32,2025-11-27 02:11:16.436299,2.784,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.438061,2.784,-0.002,-1.0,0.0
00:01:32,2025-11-27 02:11:16.439393,2.784,-0.002,-1.0,0.0
00:01:32,2025-11-27 02:11:16.490996,2.784,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.491998,2.784,-0.002,0.0,0.0
00:01:32,2025-11-27 02:11:16.492598,2.783,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.493450,2.784,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.551128,2.783,-0.005,-1.0,0.0
00:01:32,2025-11-27 02:11:16.552163,2.783,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.552733,2.783,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.553237,2.781,0.0,1.0,0.0
00:01:32,2025-11-27 02:11:16.611098,2.783,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.612269,2.784,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.613272,2.784,-0.002,-1.0,0.0
00:01:32,2025-11-27 02:11:16.614298,2.784,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.670939,2.783,0.0,-1.0,0.0
00:01:32,2025-11-27 02:11:16.671783,2.784,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.672419,2.784,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.673164,2.786,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.730986,2.785,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.791030,2.785,0.002,1.0,0.0
00:01:32,2025-11-27 02:11:16.791655,2.786,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.792354,2.785,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.793092,2.785,0.002,1.0,0.0
00:01:32,2025-11-27 02:11:16.793749,2.785,0.002,1.0,0.0
00:01:32,2025-11-27 02:11:16.794506,2.786,0.002,1.0,0.0
00:01:32,2025-11-27 02:11:16.795284,2.786,-0.002,0.0,0.0
00:01:32,2025-11-27 02:11:16.851972,2.785,0.002,1.0,0.0
00:01:32,2025-11-27 02:11:16.853642,2.787,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.858879,2.786,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.859347,2.786,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.911014,2.786,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.912370,2.785,-0.002,-1.0,0.0
00:01:32,2025-11-27 02:11:16.913147,2.785,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.913597,2.786,0.0,0.0,0.0
00:01:32,2025-11-27 02:11:16.971035,2.786,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:16.971689,2.784,-0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:16.972516,2.786,0.0,-1.0,0.0
00:01:33,2025-11-27 02:11:16.973285,2.785,0.0,-1.0,0.0
00:01:33,2025-11-27 02:11:17.031468,2.786,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.032816,2.786,-0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:17.034671,2.786,-0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:17.036028,2.786,-0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:17.091705,2.786,-0.002,0.0,0.0
00:01:33,2025-11-27 02:11:17.092633,2.786,0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:17.093318,2.786,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.094023,2.786,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.151039,2.786,-0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:17.151936,2.787,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.152492,2.785,0.0,1.0,0.0
00:01:33,2025-11-27 02:11:17.153011,2.786,0.002,1.0,0.0
00:01:33,2025-11-27 02:11:17.212031,2.786,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.271041,2.786,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.271615,2.786,0.002,1.0,0.0
00:01:33,2025-11-27 02:11:17.272437,2.785,-0.005,-1.0,0.0
00:01:33,2025-11-27 02:11:17.273229,2.786,0.005,0.0,0.0
00:01:33,2025-11-27 02:11:17.273872,2.786,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.274560,2.786,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.275311,2.789,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.331159,2.787,-0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:17.391235,2.786,-0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:17.393678,2.785,0.002,1.0,0.0
00:01:33,2025-11-27 02:11:17.396634,2.785,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.399995,2.787,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.401914,2.786,-0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:17.403643,2.786,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.407082,2.786,0.0,-1.0,0.0
00:01:33,2025-11-27 02:11:17.452906,2.786,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.453666,2.786,-0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:17.454418,2.786,-0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:17.455065,2.786,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.512778,2.785,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.520667,2.785,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.522211,2.785,-0.002,0.0,0.0
00:01:33,2025-11-27 02:11:17.523597,2.786,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.571015,2.786,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.571661,2.786,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.572442,2.786,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.573133,2.787,-0.002,0.0,0.0
00:01:33,2025-11-27 02:11:17.634686,2.786,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.637915,2.786,-0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:17.639460,2.786,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.640995,2.786,0.002,1.0,0.0
00:01:33,2025-11-27 02:11:17.691127,2.786,-0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:17.692017,2.786,0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:17.692771,2.784,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.693527,2.784,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.751380,2.785,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.752421,2.784,-0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:17.752927,2.784,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.753449,2.784,0.002,1.0,0.0
00:01:33,2025-11-27 02:11:17.811179,2.784,-0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:17.816449,2.784,-0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:17.818120,2.784,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.818762,2.784,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.873991,2.784,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.877045,2.784,-0.002,0.0,0.0
00:01:33,2025-11-27 02:11:17.878247,2.784,-0.002,-1.0,0.0
00:01:33,2025-11-27 02:11:17.879839,2.784,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.931006,2.784,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.931815,2.785,0.0,0.0,0.0
00:01:33,2025-11-27 02:11:17.932473,2.784,-0.002,0.0,0.0
00:01:33,2025-11-27 02:11:17.933386,2.784,-0.002,1.0,0.0
00:01:34,2025-11-27 02:11:17.991089,2.784,0.0,0.0,0.0
00:01:34,2025-11-27 02:11:17.991861,2.784,0.0,0.0,0.0
00:01:34,2025-11-27 02:11:17.992518,2.784,-0.002,-1.0,0.0
00:01:34,2025-11-27 02:11:17.993333,2.784,0.0,0.0,0.0
00:01:34,2025-11-27 02:11:18.053922,2.783,0.0,1.0,0.0
00:01:34,2025-11-27 02:11:18.055110,2.784,-0.002,-1.0,0.0
00:01:34,2025-11-27 02:11:18.056092,2.784,0.0,0.0,0.0
00:01:34,2025-11-27 02:11:18.057020,2.784,0.0,0.0,0.0
00:01:34,2025-11-27 02:11:18.111010,2.784,0.0,0.0,0.0
